"Gene","Cancer","TDL","IDG_Status","Kinase_score_percent","rank","Kinase_Type","Kinase_Group","Kinase_Family","Kinase_protein","MOA"
"GSK3A","THCA","Tclin","Studied",0,24,"protein kinase","CMGC group","GSK family","glycogen synthase kinase-3 alpha","no"
"GSK3B","THCA","Tclin","Studied",0,24,"protein kinase","CMGC group","GSK family","glycogen synthase kinase-3 beta","no"
"GUCY2C","THCA","Tclin","Studied",0,24,"protein kinase","RGC group","RGC family","heat-stable enterotoxin receptor","no"
"GUCY2D","THCA","Tbio","Studied",19.047619047619,15,"protein kinase","RGC group","RGC family","retinal guanylyl cyclase 1","no"
"GUCY2F","THCA","Tbio","Studied",0,24,"protein kinase","RGC group","RGC family","retinal guanylyl cyclase 2","no"
"GUK1","THCA","Tbio","Studied",0,24,"Non-protein kinase","nucleoside/nucleotide kinase","Guanylate kinase family","guanylate kinase","no"
"HASPIN","THCA","Tchem","Studied",2.38095238095238,23,"protein kinase","STE group","STE Ser/Thr protein kinase family","serine/threonine-protein kinase haspin","no"
"HCK","THCA","Tclin","Studied",19.047619047619,15,"protein kinase","TK group","SRC family","tyrosine-protein kinase hck","yes"
"HIPK1","THCA","Tchem","Understudied",4.76190476190476,22,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 1","no"
"HIPK2","THCA","Tchem","Studied",0,24,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 2","no"
"HIPK3","THCA","Tchem","Understudied",14.2857142857143,17,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 3","no"
"HIPK4","THCA","Tchem","Understudied",0,24,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 4","no"
"HK1","THCA","Tchem","Studied",7.14285714285714,21,"Non-protein kinase","carbohydrate kinase","Hexokinase family","hexokinase-1","no"
"HK2","THCA","Tchem","Studied",4.76190476190476,22,"Non-protein kinase","carbohydrate kinase","hexokinase family","hexokinase 2","no"
"HK3","THCA","Tbio","Studied",21.4285714285714,14,"Non-protein kinase","carbohydrate kinase","hexokinase family","hexokinase 3","no"
"HKDC1","THCA","Tbio","Studied",4.76190476190476,22,"Non-protein kinase","carbohydrate kinase","hexokinase family","putative hexokinase HKDC1","no"
"HUNK","THCA","Tchem","Studied",0,24,"protein kinase","CAMK group","CAMKL family","hormonally up-regulated neu tumor-associated kinase","no"
"ICK","THCA","Tchem","Understudied",2.38095238095238,23,"protein kinase","CMGC group","RCK family","serine/threonine-protein kinase ick","no"
"IDNK","THCA","Tbio","Studied",7.14285714285714,21,"Non-protein kinase","carbohydrate kinase","gluconokinase GntK/GntV family","probable gluconokinase","no"
"IGF1R","THCA","Tclin","Studied",2.38095238095238,23,"protein kinase","TK group","INSR family","insulin-like growth factor 1 receptor","no"
"IKBKB","THCA","Tchem","Studied",2.38095238095238,23,"protein kinase","other group","IKK family","inhibitor of nuclear factor kappa-b kinase subunit beta","no"
"IKBKE","THCA","Tchem","Studied",0,24,"protein kinase","other group","IKK family","inhibitor of nuclear factor kappa-b kinase subunit epsilon","no"
"IKBKG","THCA","Tbio","Studied",2.38095238095238,23,"protein kinase","Unclassified protein","","nf-kappa-b essential modulator","no"
"ILK","THCA","Tchem","Studied",0,24,"protein kinase","TKL group","MLK family","integrin-linked protein kinase","no"
"INSR","THCA","Tclin","Studied",14.2857142857143,17,"protein kinase","TK group","INSR family","insulin receptor","yes"
"INSRR","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","TK group","INSR family","insulin receptor-related protein","no"
"IP6K1","THCA","Tbio","Studied",2.38095238095238,23,"Non-protein kinase","lipid kinase","inositol phosphokinase (IPK) family","inositol hexakisphosphate kinase 1","no"
"IP6K2","THCA","Tbio","Studied",0,24,"Non-protein kinase","lipid kinase","inositol phosphokinase (IPK) family","inositol hexakisphosphate kinase 2","no"
"IP6K3","THCA","Tbio","Studied",4.76190476190476,22,"Non-protein kinase","lipid kinase","inositol phosphokinase (IPK) family","inositol hexakisphosphate kinase 3","no"
"IPMK","THCA","Tbio","Studied",2.38095238095238,23,"Non-protein kinase","lipid kinase","Inositol phosphokinase (IPK) family","inositol polyphosphate multikinase","no"
"IRAK1","THCA","Tchem","Studied",4.76190476190476,22,"protein kinase","TKL group","IRAK family","interleukin-1 receptor-associated kinase 1","no"
"IRAK2","THCA","Tbio","Studied",21.4285714285714,14,"protein kinase","TKL group","IRAK family","interleukin-1 receptor-associated kinase-like 2","no"
"IRAK3","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","TKL group","IRAK family","interleukin-1 receptor-associated kinase 3","no"
"IRAK4","THCA","Tchem","Studied",2.38095238095238,23,"protein kinase","TKL group","IRAK family","interleukin-1 receptor-associated kinase 4","no"
"ITK","THCA","Tclin","Studied",19.047619047619,15,"protein kinase","TK group","TEC family","tyrosine-protein kinase itk/tsk","no"
"ITPK1","THCA","Tbio","Studied",0,24,"Non-protein kinase","lipid kinase","ITPK1 family","inositol-tetrakisphosphate 1-kinase","no"
"ITPKA","THCA","Tchem","Studied",23.8095238095238,13,"Non-protein kinase","lipid kinase","Inositol phosphokinase (IPK) family","inositol-trisphosphate 3-kinase a","no"
"ITPKB","THCA","Tchem","Studied",0,24,"Non-protein kinase","lipid kinase","Inositol phosphokinase (IPK) family","inositol-trisphosphate 3-kinase b","no"
"ITPKC","THCA","Tchem","Studied",16.6666666666667,16,"Non-protein kinase","lipid kinase","inositol phosphokinase (IPK) family","inositol-trisphosphate 3-kinase c","no"
"JAK1","THCA","Tclin","Studied",14.2857142857143,17,"protein kinase","TK group","JAKA family","tyrosine-protein kinase jak1","no"
"JAK2","THCA","Tclin","Studied",2.38095238095238,23,"protein kinase","TK group","JAKA family","tyrosine-protein kinase jak2","no"
"JAK3","THCA","Tclin","Studied",21.4285714285714,14,"protein kinase","TK group","JAKA family","tyrosine-protein kinase jak3","yes"
"KALRN","THCA","Tbio","Studied",4.76190476190476,22,"protein kinase","CAMK group","TRIO family","kalirin","no"
"KDR","THCA","Tclin","Studied",11.9047619047619,18,"protein kinase","TK group","VEGFR family","vascular endothelial growth factor receptor 2","yes"
"KHK","THCA","Tchem","Studied",0,24,"Non-protein kinase","carbohydrate kinase","carbohydrate kinase PfkB family","ketohexokinase","no"
"KIT","THCA","Tclin","Studied",7.14285714285714,21,"protein kinase","TK group","PDGFR family","mast/stem cell growth factor receptor kit","yes"
"KSR1","THCA","Tbio","Studied",7.14285714285714,21,"protein kinase","TKL group","RAF family","kinase suppressor of ras 1","no"
"KSR2","THCA","Tbio","Studied",21.4285714285714,14,"protein kinase","TKL group","RAF family","kinase suppressor of ras 2","no"
"LATS1","THCA","Tbio","Studied",0,24,"protein kinase","AGC group","NDR family","serine/threonine-protein kinase lats1","no"
"LATS2","THCA","Tchem","Studied",7.14285714285714,21,"protein kinase","AGC group","NDR family","serine/threonine-protein kinase lats2","no"
"LCK","THCA","Tclin","Studied",4.76190476190476,22,"protein kinase","TK group","SRC family","tyrosine-protein kinase lck","yes"
"LIMK1","THCA","Tchem","Studied",28.5714285714286,11,"protein kinase","TKL group","LISK family","LIM domain kinase 1","no"
"LIMK2","THCA","Tchem","Studied",9.52380952380952,20,"protein kinase","TKL group","LISK family","LIM domain kinase 2","no"
"LMTK2","THCA","Tbio","Understudied",0,24,"protein kinase","TK group","LMR family","serine/threonine-protein kinase lmtk2","no"
"LMTK3","THCA","Tbio","Understudied",30.9523809523809,10,"protein kinase","TK group","LMR family","serine/threonine-protein kinase lmtk3","no"
"LRRK1","THCA","Tbio","Understudied",16.6666666666667,16,"protein kinase","TKL group","LRRK family","leucine-rich repeat serine/threonine-protein kinase 1","no"
"LRRK2","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","TKL group","LRRK family","leucine-rich repeat serine/threonine-protein kinase 2","no"
"LTK","THCA","Tchem","Understudied",14.2857142857143,17,"protein kinase","TK group","ALK family","leukocyte tyrosine kinase receptor","no"
"LYN","THCA","Tclin","Studied",21.4285714285714,14,"protein kinase","TK group","SRC family","tyrosine-protein kinase lyn","yes"
"MAK","THCA","Tchem","Studied",4.76190476190476,22,"protein kinase","CMGC group","RCK family","serine/threonine-protein kinase mak","no"
"MAP2K1","THCA","Tclin","Studied",0,24,"protein kinase","STE group","STE7 family","dual specificity mitogen-activated protein kinase kinase 1","yes"
"MAP2K2","THCA","Tclin","Studied",14.2857142857143,17,"protein kinase","STE group","STE7 family","dual specificity mitogen-activated protein kinase kinase 2","yes"
"MAP2K3","THCA","Tchem","Studied",0,24,"protein kinase","STE group","STE7 family","dual specificity mitogen-activated protein kinase kinase 3","no"
"MAP2K4","THCA","Tchem","Studied",4.76190476190476,22,"protein kinase","STE group","STE7 family","dual specificity mitogen-activated protein kinase kinase 4","no"
"MAP2K5","THCA","Tchem","Studied",0,24,"protein kinase","STE group","STE7 family","dual specificity mitogen-activated protein kinase kinase 5","no"
"MAP2K6","THCA","Tchem","Studied",2.38095238095238,23,"protein kinase","STE group","STE7 family","dual specificity mitogen-activated protein kinase kinase 6","no"
"MAP2K7","THCA","Tchem","Studied",0,24,"protein kinase","STE group","STE7 family","dual specificity mitogen-activated protein kinase kinase 7","no"
"MAP3K1","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","STE group","STE11 family","mitogen-activated protein kinase kinase kinase 1","no"
"MAP3K10","THCA","Tchem","Understudied",19.047619047619,15,"protein kinase","TKL group","MLK family","mitogen-activated protein kinase kinase kinase 10","no"
"MAP3K11","THCA","Tchem","Studied",0,24,"protein kinase","TKL group","MLK family","mitogen-activated protein kinase kinase kinase 11","no"
"MAP3K12","THCA","Tchem","Studied",16.6666666666667,16,"protein kinase","TKL group","MLK family","mitogen-activated protein kinase kinase kinase 12","no"
"MAP3K13","THCA","Tchem","Studied",2.38095238095238,23,"protein kinase","TKL group","MLK family","mitogen-activated protein kinase kinase kinase 13","no"
"MAP3K14","THCA","Tchem","Understudied",14.2857142857143,17,"protein kinase","STE group","STE-UNIQUE family","mitogen-activated protein kinase kinase kinase 14","no"
"MAP3K15","THCA","Tchem","Understudied",7.14285714285714,21,"protein kinase","STE group","STE11 family","mitogen-activated protein kinase kinase kinase 15","no"
"MAP3K19","THCA","Tchem","Studied",0,24,"protein kinase","STE group","STE11 family","mitogen-activated protein kinase kinase kinase 19","no"
"MAP3K2","THCA","Tchem","Studied",0,24,"protein kinase","STE group","STE11 family","mitogen-activated protein kinase kinase kinase 2","no"
"MAP3K20","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","STE group","STE Ser/Thr protein kinase family","mitogen-activated protein kinase kinase kinase 20","no"
"MAP3K21","THCA","Tdark","Understudied",0,24,"protein kinase","STE group","STE Ser/Thr protein kinase family","mitogen-activated protein kinase kinase kinase 21","no"
"MAP3K3","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","STE group","STE11 family","mitogen-activated protein kinase kinase kinase 3","no"
"MAP3K4","THCA","Tbio","Studied",7.14285714285714,21,"protein kinase","STE group","STE11 family","mitogen-activated protein kinase kinase kinase 4","no"
"MAP3K5","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","STE group","STE11 family","mitogen-activated protein kinase kinase kinase 5","no"
"MAP3K6","THCA","Tchem","Studied",33.3333333333333,8,"protein kinase","STE group","STE11 family","mitogen-activated protein kinase kinase kinase 6","no"
"MAP3K7","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","TKL group","MLK family","mitogen-activated protein kinase kinase kinase 7","no"
"MAP3K8","THCA","Tchem","Studied",2.38095238095238,23,"protein kinase","STE group","STE-UNIQUE family","mitogen-activated protein kinase kinase kinase 8","no"
"MAP3K9","THCA","Tchem","Studied",11.9047619047619,19,"protein kinase","TKL group","MLK family","mitogen-activated protein kinase kinase kinase 9","no"
"MAP4K1","THCA","Tchem","Studied",2.38095238095238,23,"protein kinase","STE group","STE20 family","mitogen-activated protein kinase kinase kinase kinase 1","no"
"MAP4K2","THCA","Tchem","Studied",7.14285714285714,21,"protein kinase","STE group","STE20 family","mitogen-activated protein kinase kinase kinase kinase 2","no"
"MAP4K3","THCA","Tchem","Studied",4.76190476190476,22,"protein kinase","STE group","STE20 family","mitogen-activated protein kinase kinase kinase kinase 3","no"
"MAP4K4","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","STE group","STE20 family","mitogen-activated protein kinase kinase kinase kinase 4","no"
"MAP4K5","THCA","Tchem","Studied",2.38095238095238,23,"protein kinase","STE group","STE20 family","mitogen-activated protein kinase kinase kinase kinase 5","no"
"MAPK1","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 1","no"
"MAPK10","THCA","Tchem","Studied",9.52380952380952,20,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 10","no"
"MAPK11","THCA","Tchem","Studied",0,24,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 11","no"
"MAPK12","THCA","Tchem","Studied",0,24,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 12","no"
"MAPK13","THCA","Tchem","Studied",38.0952380952381,5,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 13","no"
"MAPK14","THCA","Tchem","Studied",0,24,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 14","no"
"MAPK15","THCA","Tchem","Understudied",14.2857142857143,17,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 15","no"
"MAPK3","THCA","Tchem","Studied",0,24,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 3","no"
"MAPK4","THCA","Tbio","Understudied",7.14285714285714,21,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 4","no"
"MAPK6","THCA","Tbio","Studied",14.2857142857143,17,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 6","no"
"MAPK7","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 7","no"
"MAPK8","THCA","Tchem","Studied",9.52380952380952,20,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 8","no"
"MAPK9","THCA","Tchem","Studied",0,24,"protein kinase","CMGC group","MAPK family","mitogen-activated protein kinase 9","no"
"MAPKAPK2","THCA","Tchem","Studied",14.2857142857143,17,"protein kinase","CAMK group","MAPKAPK family","MAP kinase-activated protein kinase 2","no"
"MAPKAPK3","THCA","Tchem","Studied",16.6666666666667,16,"protein kinase","CAMK group","MAPKAPK family","MAP kinase-activated protein kinase 3","no"
"MAPKAPK5","THCA","Tchem","Studied",0,24,"protein kinase","CAMK group","MAPKAPK family","MAP kinase-activated protein kinase 5","no"
"MARK1","THCA","Tchem","Understudied",7.14285714285714,21,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase mark1","no"
"MARK2","THCA","Tchem","Studied",7.14285714285714,21,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase mark2","no"
"MARK3","THCA","Tchem","Understudied",7.14285714285714,21,"protein kinase","CAMK group","CAMKL family","MAP/microtubule affinity-regulating kinase 3","no"
"MARK4","THCA","Tchem","Understudied",14.2857142857143,17,"protein kinase","CAMK group","CAMKL family","MAP/microtubule affinity-regulating kinase 4","no"
"MAST1","THCA","Tchem","Studied",35.7142857142857,6,"protein kinase","AGC group","MAST family","microtubule-associated serine/threonine-protein kinase 1","no"
"MAST2","THCA","Tbio","Understudied",0,24,"protein kinase","AGC group","MAST family","microtubule-associated serine/threonine-protein kinase 2","no"
"MAST3","THCA","Tchem","Understudied",0,24,"protein kinase","AGC group","MAST family","microtubule-associated serine/threonine-protein kinase 3","no"
"MAST4","THCA","Tbio","Understudied",0,24,"protein kinase","AGC group","MAST family","microtubule-associated serine/threonine-protein kinase 4","no"
